date,rail_lrt_ampang,rail_mrt_kajang,rail_lrt_kj,rail_monorail,rail_mrt_pjy,year,month,weekday,is_weekend,total_ridership
2023-08-30,180258,238963,280470,62345,127782,2023,8,Wednesday,False,889818
2023-08-31,126266,171105,165805,55505,106206,2023,8,Thursday,False,624887
2023-09-01,144989,190824,210958,55139,96878,2023,9,Friday,False,698788
2023-09-02,109734,144510,135639,43543,65990,2023,9,Saturday,True,499416
2023-09-03,94648,120688,115149,37293,53757,2023,9,Sunday,True,421535
2023-09-04,153973,200593,228323,50667,111556,2023,9,Monday,False,745112
2023-09-05,160965,215465,250816,53200,119307,2023,9,Tuesday,False,799753
2023-09-06,162466,220580,256737,54268,121364,2023,9,Wednesday,False,815415
2023-09-07,162063,219696,251881,55193,119840,2023,9,Thursday,False,808673
2023-09-08,161362,216054,242112,56237,113876,2023,9,Friday,False,789641
2023-09-09,123587,158258,149557,51755,73090,2023,9,Saturday,True,556247
2023-09-10,105562,136816,130885,48423,60038,2023,9,Sunday,True,481724
2023-09-11,157865,207620,237034,51266,114692,2023,9,Monday,False,768477
2023-09-12,162603,219123,253835,53050,121407,2023,9,Tuesday,False,810018
2023-09-13,164264,221451,259750,53462,122603,2023,9,Wednesday,False,821530
2023-09-14,161769,216144,255083,53424,119665,2023,9,Thursday,False,806085
2023-09-15,164722,218648,241988,57763,115343,2023,9,Friday,False,798464
2023-09-16,116146,175551,171404,51784,70764,2023,9,Saturday,True,585649
2023-09-17,96759,129963,120994,39989,57015,2023,9,Sunday,True,444720
2023-09-18,157074,205731,235237,51361,115243,2023,9,Monday,False,764646
2023-09-19,163811,219299,257218,52439,123396,2023,9,Tuesday,False,816163
2023-09-20,164254,221684,260235,53074,122665,2023,9,Wednesday,False,821912
2023-09-21,162734,217425,254011,52842,121973,2023,9,Thursday,False,808985
2023-09-22,163194,214789,243528,55096,116935,2023,9,Friday,False,793542
2023-09-23,110680,146378,138337,42682,68714,2023,9,Saturday,True,506791
2023-09-24,93123,125473,117086,38431,56237,2023,9,Sunday,True,430350
2023-09-25,158798,208066,238390,51868,117553,2023,9,Monday,False,774675
2023-09-26,163203,218760,255331,52453,122136,2023,9,Tuesday,False,811883
2023-09-27,168906,230271,262935,54867,125977,2023,9,Wednesday,False,842956
2023-09-28,99592,139344,135230,42603,63628,2023,9,Thursday,False,480397
2023-09-29,155834,201758,229233,55880,105642,2023,9,Friday,False,748347
2023-09-30,117356,153374,163281,49665,70166,2023,9,Saturday,True,553842
2023-10-01,102970,130337,130356,43405,58121,2023,10,Sunday,True,465189
2023-10-02,159335,207806,236388,53139,116341,2023,10,Monday,False,773009
2023-10-03,164939,218968,256508,53590,123156,2023,10,Tuesday,False,817161
2023-10-04,165967,223461,260010,53911,124847,2023,10,Wednesday,False,828196
2023-10-05,164723,220672,256480,54863,122200,2023,10,Thursday,False,818938
2023-10-06,168200,223259,249901,58543,119597,2023,10,Friday,False,819500
2023-10-07,117280,162195,149888,49072,72613,2023,10,Saturday,True,551048
2023-10-08,104194,139692,131443,45088,62219,2023,10,Sunday,True,482636
2023-10-09,160677,212177,238280,53553,118494,2023,10,Monday,False,783181
2023-10-10,163932,219206,257111,54416,122459,2023,10,Tuesday,False,817124
2023-10-11,164959,222963,259229,54761,123326,2023,10,Wednesday,False,825238
2023-10-12,161817,216843,255148,53359,122140,2023,10,Thursday,False,809307
2023-10-13,197735,227614,254238,57231,125479,2023,10,Friday,False,862297
2023-10-14,111920,156597,147492,46244,72343,2023,10,Saturday,True,534596
2023-10-15,98380,133737,125136,41828,60683,2023,10,Sunday,True,459764
2023-10-16,161959,211664,242090,52511,119733,2023,10,Monday,False,787957
2023-10-17,187016,223358,257936,54061,126318,2023,10,Tuesday,False,848689
2023-10-18,167017,225107,263026,54989,126348,2023,10,Wednesday,False,836487
2023-10-19,166233,221843,260680,55572,124608,2023,10,Thursday,False,828936
2023-10-20,167968,222792,254227,57816,121760,2023,10,Friday,False,824563
2023-10-21,112580,154097,146632,45281,72141,2023,10,Saturday,True,530731
2023-10-22,102503,135134,133302,41331,61350,2023,10,Sunday,True,473620
2023-10-23,160945,209230,241915,53884,119745,2023,10,Monday,False,785719
2023-10-24,169839,222391,259416,56513,125597,2023,10,Tuesday,False,833756
2023-10-25,165138,225776,262082,57709,126379,2023,10,Wednesday,False,837084
2023-10-26,164608,222732,257185,57354,124290,2023,10,Thursday,False,826169
2023-10-27,165783,220655,250659,60189,122665,2023,10,Friday,False,819951
2023-10-28,115211,161488,168030,48649,79580,2023,10,Saturday,True,572958
2023-10-29,98246,133218,129694,41459,60780,2023,10,Sunday,True,463397
2023-10-30,158224,210083,236468,55086,118934,2023,10,Monday,False,778795
2023-10-31,163126,222064,253988,57028,125416,2023,10,Tuesday,False,821622
2023-11-01,166517,228310,260585,57820,128264,2023,11,Wednesday,False,841496
2023-11-02,164381,224221,254647,58274,126047,2023,11,Thursday,False,827570
2023-11-03,167152,226627,248645,59913,123105,2023,11,Friday,False,825442
2023-11-04,119716,161983,150292,49301,75725,2023,11,Saturday,True,557017
2023-11-05,104440,138307,129068,45456,62474,2023,11,Sunday,True,479745
2023-11-06,162582,213142,241351,55950,121885,2023,11,Monday,False,794910
2023-11-07,168981,226412,261146,59216,128837,2023,11,Tuesday,False,844592
2023-11-08,172189,233012,265948,59150,130169,2023,11,Wednesday,False,860468
2023-11-09,171653,229465,260325,59143,129030,2023,11,Thursday,False,849616
2023-11-10,175560,231094,250724,61061,125915,2023,11,Friday,False,844354
2023-11-11,125150,175168,162248,58189,77321,2023,11,Saturday,True,598076
2023-11-12,118480,176579,165194,65967,73681,2023,11,Sunday,True,599901
2023-11-13,101664,145236,134013,46834,65333,2023,11,Monday,False,493080
2023-11-14,152628,208500,232587,55153,112376,2023,11,Tuesday,False,761244
2023-11-15,162135,222189,249036,57107,123672,2023,11,Wednesday,False,814139
2023-11-16,173089,220302,247627,56599,124752,2023,11,Thursday,False,822369
2023-11-17,160067,217589,238037,57383,120289,2023,11,Friday,False,793365
2023-11-18,112646,155312,145501,46432,74150,2023,11,Saturday,True,534041
2023-11-19,96012,130333,123975,41568,59509,2023,11,Sunday,True,451397
2023-11-20,160409,212391,241405,55532,125038,2023,11,Monday,False,794775
2023-11-21,165504,225020,260150,58940,131249,2023,11,Tuesday,False,840863
2023-11-22,250614,235772,272525,62450,139113,2023,11,Wednesday,False,960474
2023-11-23,168627,229179,263220,62398,130845,2023,11,Thursday,False,854269
2023-11-24,170630,232343,260425,62591,130708,2023,11,Friday,False,856697
2023-11-25,118685,167477,156854,51628,79434,2023,11,Saturday,True,574078
2023-11-26,102424,143060,133373,46357,64832,2023,11,Sunday,True,490046
2023-11-27,161414,216086,244234,56140,125997,2023,11,Monday,False,803871
2023-11-28,166671,228154,259900,59051,132983,2023,11,Tuesday,False,846759
2023-11-29,166895,243952,263619,58403,140546,2023,11,Wednesday,False,873415
2023-11-30,165275,236369,253598,59321,137403,2023,11,Thursday,False,851966
2023-12-01,168552,247693,248375,61845,140846,2023,12,Friday,False,867311
2023-12-02,121162,210683,156112,52745,102086,2023,12,Saturday,True,642788
2023-12-03,107791,182682,134888,49677,86778,2023,12,Sunday,True,561816
2023-12-04,158852,225714,240874,57278,129915,2023,12,Monday,False,812633
2023-12-05,162829,234592,251648,58059,135152,2023,12,Tuesday,False,842280
2023-12-06,166493,240022,260962,59617,136859,2023,12,Wednesday,False,863953
2023-12-07,165729,237908,257507,60404,136029,2023,12,Thursday,False,857577
2023-12-08,243298,246761,263425,67467,141735,2023,12,Friday,False,962686
2023-12-09,137022,198646,160538,55417,94783,2023,12,Saturday,True,646406
2023-12-10,129807,189157,146307,55027,92218,2023,12,Sunday,True,612516
2023-12-11,151346,228886,215770,60232,129587,2023,12,Monday,False,785821
2023-12-12,163424,229422,250993,58386,134679,2023,12,Tuesday,False,836904
2023-12-13,161783,232067,252973,55103,134295,2023,12,Wednesday,False,836221
2023-12-14,159575,228167,243813,55364,130374,2023,12,Thursday,False,817293
2023-12-15,169157,231037,238620,57597,131139,2023,12,Friday,False,827550
2023-12-16,117347,187170,149150,50605,88673,2023,12,Saturday,True,592945
2023-12-17,107590,174998,136255,50449,81925,2023,12,Sunday,True,551217
2023-12-18,154378,221001,231376,58056,125784,2023,12,Monday,False,790595
2023-12-19,157400,229228,243310,58686,130286,2023,12,Tuesday,False,818910
2023-12-20,159376,234192,243860,59167,130264,2023,12,Wednesday,False,826859
2023-12-21,156390,226323,235833,58541,127892,2023,12,Thursday,False,804979
2023-12-22,156009,222417,224242,60866,123891,2023,12,Friday,False,787425
2023-12-23,126178,199294,179219,57465,97450,2023,12,Saturday,True,659606
2023-12-24,126020,222539,184568,68843,105650,2023,12,Sunday,True,707620
2023-12-25,112249,196188,144255,56232,93677,2023,12,Monday,False,602601
2023-12-26,136939,199957,203335,55672,110624,2023,12,Tuesday,False,706527
2023-12-27,142064,213104,215793,55830,117196,2023,12,Wednesday,False,743987
2023-12-28,141124,209894,211994,57203,115891,2023,12,Thursday,False,736106
2023-12-29,141251,209228,207230,57407,113962,2023,12,Friday,False,729078
2023-12-30,110788,178415,145818,53934,84225,2023,12,Saturday,True,573180
2023-12-31,149183,262265,200627,79585,120685,2023,12,Sunday,True,812345
2024-01-01,103076,159042,130595,51696,79011,2024,1,Monday,False,523420
2024-01-02,153716,217041,237751,57332,129116,2024,1,Tuesday,False,794956
2024-01-03,157042,224466,246491,56375,133884,2024,1,Wednesday,False,818258
2024-01-04,155018,221020,243042,55223,131962,2024,1,Thursday,False,806265
2024-01-05,156007,223298,237731,57190,130901,2024,1,Friday,False,805127
2024-01-06,105102,158047,132972,44585,80745,2024,1,Saturday,True,521451
2024-01-07,90321,133496,110222,39254,64358,2024,1,Sunday,True,437651
2024-01-08,161338,222628,239274,56278,132196,2024,1,Monday,False,811714
2024-01-09,165949,237427,253414,56917,140539,2024,1,Tuesday,False,854246
2024-01-10,167526,236495,256824,57709,139065,2024,1,Wednesday,False,857619
2024-01-11,167341,233742,252494,59613,137389,2024,1,Thursday,False,850579
2024-01-12,171423,239607,250510,61195,137321,2024,1,Friday,False,860056
2024-01-13,131116,176910,145906,48575,88603,2024,1,Saturday,True,591110
2024-01-14,101780,152481,122902,44741,74405,2024,1,Sunday,True,496309
2024-01-15,160979,223369,241545,56945,131468,2024,1,Monday,False,814306
2024-01-16,165856,235086,258528,57168,138316,2024,1,Tuesday,False,854954
2024-01-17,167244,239571,261518,57981,140181,2024,1,Wednesday,False,866495
2024-01-18,165975,235011,256519,59204,137630,2024,1,Thursday,False,854339
2024-01-19,167326,239872,250623,59954,136987,2024,1,Friday,False,854762
2024-01-20,112232,176577,143735,46208,86507,2024,1,Saturday,True,565259
2024-01-21,97180,153555,122746,42970,73060,2024,1,Sunday,True,489511
2024-01-22,163130,229585,249564,57633,134500,2024,1,Monday,False,834412
2024-01-23,171129,245175,271194,59663,141930,2024,1,Tuesday,False,889091
2024-01-24,175617,255701,274327,62053,150582,2024,1,Wednesday,False,918280
2024-01-25,99739,160884,131578,41704,81255,2024,1,Thursday,False,515160
2024-01-26,157017,226106,231260,59550,127930,2024,1,Friday,False,801863
2024-01-27,114892,170826,138859,47548,82374,2024,1,Saturday,True,554499
2024-01-28,96029,147205,119092,42535,69747,2024,1,Sunday,True,474608
2024-01-29,164224,232469,248727,59158,134653,2024,1,Monday,False,839231
2024-01-30,168871,244641,263233,59925,140745,2024,1,Tuesday,False,877415
2024-01-31,171748,255045,268155,63215,144011,2024,1,Wednesday,False,902174
2024-02-01,110345,168370,155342,38708,81837,2024,2,Thursday,False,554602
2024-02-02,167247,236335,243097,59159,130610,2024,2,Friday,False,836448
2024-02-03,123360,190133,156792,53502,90825,2024,2,Saturday,True,614612
2024-02-04,105648,161308,130682,46048,74441,2024,2,Sunday,True,518127
2024-02-05,172179,239347,254947,58095,136304,2024,2,Monday,False,860872
2024-02-06,178800,250875,269133,59472,142849,2024,2,Tuesday,False,901129
2024-02-07,181361,258635,270568,61496,144774,2024,2,Wednesday,False,916834
2024-02-08,168826,236151,242448,58465,132386,2024,2,Thursday,False,838276
2024-02-09,145126,187491,196128,59148,106380,2024,2,Friday,False,694273
2024-02-10,120724,183062,169787,68149,93213,2024,2,Saturday,True,634935
2024-02-11,127252,182602,165241,70687,90323,2024,2,Sunday,True,636105
2024-02-12,106837,161319,130448,50706,81617,2024,2,Monday,False,530927
2024-02-13,140635,204475,207234,56343,114048,2024,2,Tuesday,False,722735
2024-02-14,149656,224887,228180,56279,122304,2024,2,Wednesday,False,781306
2024-02-15,152668,220617,230530,55506,123742,2024,2,Thursday,False,783063
2024-02-16,151510,212781,221662,55202,120165,2024,2,Friday,False,761320
2024-02-17,115135,155676,132749,43440,78613,2024,2,Saturday,True,525613
2024-02-18,101449,142511,119540,40257,69311,2024,2,Sunday,True,473068
2024-02-19,172723,230066,253215,53312,134467,2024,2,Monday,False,843783
2024-02-20,176499,243230,269049,54497,140065,2024,2,Tuesday,False,883340
2024-02-21,180768,249306,275475,57684,138935,2024,2,Wednesday,False,902168
2024-02-22,179822,247036,269488,56753,140300,2024,2,Thursday,False,893399
2024-02-23,182119,242257,256988,60272,138084,2024,2,Friday,False,879720
2024-02-24,169623,183818,159240,50639,92784,2024,2,Saturday,True,656104
2024-02-25,117169,166944,140301,48376,79274,2024,2,Sunday,True,552064
2024-02-26,178115,235328,258185,56729,135950,2024,2,Monday,False,864307
2024-02-27,182934,246509,274435,56226,142309,2024,2,Tuesday,False,902413
2024-02-28,185713,253870,279314,57466,144796,2024,2,Wednesday,False,921159
2024-02-29,186270,252901,276409,59795,143616,2024,2,Thursday,False,918991
2024-03-01,188995,249384,268053,62089,141862,2024,3,Friday,False,910383
2024-03-02,139706,195237,171995,55338,96025,2024,3,Saturday,True,658301
2024-03-03,130402,175258,152048,54661,85758,2024,3,Sunday,True,598127
2024-03-04,186477,241113,265134,59523,139059,2024,3,Monday,False,891306
2024-03-05,192409,257664,282178,60525,146540,2024,3,Tuesday,False,939316
2024-03-06,196748,265735,289291,61041,150217,2024,3,Wednesday,False,963032
2024-03-07,195279,259437,285010,60294,146254,2024,3,Thursday,False,946274
2024-03-08,198209,255508,276187,62877,143507,2024,3,Friday,False,936288
2024-03-09,147949,194931,171162,54303,93320,2024,3,Saturday,True,661665
2024-03-10,131424,172713,151129,51903,80835,2024,3,Sunday,True,588004
2024-03-11,195586,247030,269096,59478,143402,2024,3,Monday,False,914592
2024-03-12,183417,233981,262745,53876,141272,2024,3,Tuesday,False,875291
2024-03-13,187531,241245,270672,53256,144886,2024,3,Wednesday,False,897590
2024-03-14,187979,238180,269152,53163,143518,2024,3,Thursday,False,891992
2024-03-15,186992,236822,254316,52790,139821,2024,3,Friday,False,870741
2024-03-16,117619,152241,132485,37208,77278,2024,3,Saturday,True,516831
2024-03-17,103038,134241,114307,35078,65252,2024,3,Sunday,True,451916
2024-03-18,185402,232543,257175,53048,142100,2024,3,Monday,False,870268
2024-03-19,187656,239783,270490,52783,144945,2024,3,Tuesday,False,895657
2024-03-20,189346,243689,270583,53653,147663,2024,3,Wednesday,False,904934
2024-03-21,188363,239066,268426,52547,143833,2024,3,Thursday,False,892235
2024-03-22,193518,242789,260941,52855,145021,2024,3,Friday,False,895124
2024-03-23,128138,159646,144677,38859,81114,2024,3,Saturday,True,552434
2024-03-24,109748,135024,122018,36805,66243,2024,3,Sunday,True,469838
2024-03-25,186459,232026,258471,53337,141473,2024,3,Monday,False,871766
2024-03-26,200366,241644,272008,53002,146701,2024,3,Tuesday,False,913721
2024-03-27,195860,251996,278863,55175,149236,2024,3,Wednesday,False,931130
2024-03-28,123967,156908,138478,38093,79863,2024,3,Thursday,False,537309
2024-03-29,182922,227034,241375,53130,132224,2024,3,Friday,False,836685
2024-03-30,136787,161181,145586,46335,80600,2024,3,Saturday,True,570489
2024-03-31,118616,136166,123186,40731,66271,2024,3,Sunday,True,484970
2024-04-01,190688,233202,258673,53052,141521,2024,4,Monday,False,877136
2024-04-02,194353,243455,272919,53697,146047,2024,4,Tuesday,False,910471
2024-04-03,198362,249738,277684,54983,149257,2024,4,Wednesday,False,930024
2024-04-04,196235,242298,270034,53250,144201,2024,4,Thursday,False,906018
2024-04-05,205028,247541,263195,56445,146166,2024,4,Friday,False,918375
2024-04-06,138273,158140,142798,45195,81865,2024,4,Saturday,True,566271
2024-04-07,125082,143661,127142,47574,68055,2024,4,Sunday,True,511514
2024-04-08,159953,198967,203412,51693,110727,2024,4,Monday,False,724752
2024-04-09,152799,187967,188202,56915,101938,2024,4,Tuesday,False,687821
2024-04-10,124942,186888,180266,61197,97003,2024,4,Wednesday,False,650296
2024-04-11,119246,176012,165380,62956,88536,2024,4,Thursday,False,612130
2024-04-12,130820,177926,170704,53776,94392,2024,4,Friday,False,627618
2024-04-13,104348,145964,122924,43188,72068,2024,4,Saturday,True,488492
2024-04-14,102134,130563,116722,37998,67136,2024,4,Sunday,True,454553
2024-04-15,172157,209368,227652,49334,128156,2024,4,Monday,False,786667
2024-04-16,181350,227061,248474,51639,140859,2024,4,Tuesday,False,849383
2024-04-17,187724,237109,260804,52924,145894,2024,4,Wednesday,False,884455
2024-04-18,185814,233021,260304,52050,144008,2024,4,Thursday,False,875197
2024-04-19,189184,240513,254263,53788,143869,2024,4,Friday,False,881617
2024-04-20,128980,172835,145335,42710,89429,2024,4,Saturday,True,579289
2024-04-21,113505,149974,124892,40789,74164,2024,4,Sunday,True,503324
2024-04-22,186110,232509,256725,53584,142827,2024,4,Monday,False,871755
2024-04-23,191353,243451,272842,55248,148808,2024,4,Tuesday,False,911702
2024-04-24,191429,248489,274518,55395,148782,2024,4,Wednesday,False,918613
2024-04-25,189166,244874,270387,55801,146571,2024,4,Thursday,False,906799
2024-04-26,193453,251457,262936,56404,146185,2024,4,Friday,False,910435
2024-04-27,143091,192673,156561,47139,94517,2024,4,Saturday,True,633981
2024-04-28,117225,162298,133240,43748,77668,2024,4,Sunday,True,534179
2024-04-29,187311,237795,260006,55840,143725,2024,4,Monday,False,884677
2024-04-30,194819,256624,276262,58774,151140,2024,4,Tuesday,False,937619
2024-05-01,119793,184437,142909,46327,87555,2024,5,Wednesday,False,581021
2024-05-02,195431,250953,274442,54081,149260,2024,5,Thursday,False,924167
2024-05-03,197806,251683,266068,60125,147846,2024,5,Friday,False,923528
2024-05-04,143552,186860,162346,49000,97466,2024,5,Saturday,True,639224
2024-05-05,123295,171318,138060,46306,84630,2024,5,Sunday,True,563609
2024-05-06,192678,240363,262910,57200,146060,2024,5,Monday,False,899211
2024-05-07,198206,259675,283428,29351,151590,2024,5,Tuesday,False,922250
2024-05-08,199795,267109,288099,28097,155057,2024,5,Wednesday,False,938157
2024-05-09,197917,253896,277288,52071,150250,2024,5,Thursday,False,931422
2024-05-10,201590,257069,271257,56660,150331,2024,5,Friday,False,936907
2024-05-11,135207,182758,153531,45689,91924,2024,5,Saturday,True,609109
2024-05-12,128056,166092,139061,47674,84088,2024,5,Sunday,True,564971
2024-05-13,195021,242010,263810,55298,147222,2024,5,Monday,False,903361
2024-05-14,198047,253437,277017,54970,153466,2024,5,Tuesday,False,936937
2024-05-15,197979,257037,277887,55196,152768,2024,5,Wednesday,False,940867
2024-05-16,196937,253778,275188,55939,151399,2024,5,Thursday,False,933241
2024-05-17,200726,252606,267692,57113,149592,2024,5,Friday,False,927729
2024-05-18,138417,187079,153988,47953,93718,2024,5,Saturday,True,621155
2024-05-19,123106,160492,133420,44665,78156,2024,5,Sunday,True,539839
2024-05-20,189554,241287,258466,52779,145344,2024,5,Monday,False,887430
2024-05-21,196286,253671,276190,55237,152166,2024,5,Tuesday,False,933550
2024-05-22,118052,168654,137209,41822,84808,2024,5,Wednesday,False,550545
2024-05-23,192282,240933,259669,53432,145895,2024,5,Thursday,False,892211
2024-05-24,210072,250636,264581,57822,148879,2024,5,Friday,False,931990
2024-05-25,169115,191869,173761,49453,100692,2024,5,Saturday,True,684890
2024-05-26,154341,171027,150886,48425,88095,2024,5,Sunday,True,612774
2024-05-27,209792,252244,261486,57351,147242,2024,5,Monday,False,928115
2024-05-28,215276,261354,279863,59576,153482,2024,5,Tuesday,False,969551
2024-05-29,224227,274188,286982,61219,157813,2024,5,Wednesday,False,1004429
2024-05-30,223563,266950,281624,61632,154809,2024,5,Thursday,False,988578
2024-05-31,221354,261386,267879,62698,143743,2024,5,Friday,False,957060
2024-06-01,185932,209179,175552,55859,104973,2024,6,Saturday,True,731495
2024-06-02,162167,198291,159489,60246,94648,2024,6,Sunday,True,674841
2024-06-03,115327,161956,127811,44106,79465,2024,6,Monday,False,528665
2024-06-04,196980,249198,269312,54798,148015,2024,6,Tuesday,False,918303
2024-06-05,195988,251786,271351,55326,150154,2024,6,Wednesday,False,924605
2024-06-06,194376,245986,265179,54470,148279,2024,6,Thursday,False,908290
2024-06-07,198250,251688,260313,58342,145658,2024,6,Friday,False,914251
2024-06-08,144743,195106,158833,49750,96194,2024,6,Saturday,True,644626
2024-06-09,132320,170552,144354,49056,82792,2024,6,Sunday,True,579074
2024-06-10,197865,248543,262844,57746,147097,2024,6,Monday,False,914095
2024-06-11,210343,258700,278563,57438,153481,2024,6,Tuesday,False,958525
2024-06-12,202214,260430,277640,57629,154360,2024,6,Wednesday,False,952273
2024-06-13,202468,256529,273266,56094,151551,2024,6,Thursday,False,939908
2024-06-14,203495,257088,256356,57857,150290,2024,6,Friday,False,925086
2024-06-15,139011,185662,144886,50963,90604,2024,6,Saturday,True,611126
2024-06-16,125659,172583,133785,56223,80577,2024,6,Sunday,True,568827
2024-06-17,116649,159879,138594,52951,81141,2024,6,Monday,False,549214
2024-06-18,185441,240978,244971,57587,135354,2024,6,Tuesday,False,864331
2024-06-19,194749,253462,264955,53446,147188,2024,6,Wednesday,False,913800
2024-06-20,193956,250229,265578,53377,146558,2024,6,Thursday,False,909698
2024-06-21,194890,251368,257011,55732,139848,2024,6,Friday,False,898849
2024-06-22,142584,188870,150885,47404,95667,2024,6,Saturday,True,625410
2024-06-23,130091,160595,130408,41616,80777,2024,6,Sunday,True,543487
2024-06-24,189584,244282,256702,52722,145191,2024,6,Monday,False,888481
2024-06-25,194186,255156,273199,53506,150199,2024,6,Tuesday,False,926246
2024-06-26,196416,259838,275959,54934,151871,2024,6,Wednesday,False,939018
2024-06-27,194265,255210,270789,54446,149007,2024,6,Thursday,False,923717
2024-06-28,195212,258172,265508,57884,147390,2024,6,Friday,False,924166
2024-06-29,140938,202785,164337,51657,99383,2024,6,Saturday,True,659100
2024-06-30,120543,169715,137399,47363,81318,2024,6,Sunday,True,556338
2024-07-01,195781,252569,268960,55157,150225,2024,7,Monday,False,922692
2024-07-02,200482,261783,282862,56567,155665,2024,7,Tuesday,False,957359
2024-07-03,203010,268765,289412,57082,159991,2024,7,Wednesday,False,978260
2024-07-04,202097,264607,286994,57609,155893,2024,7,Thursday,False,967200
2024-07-05,207116,266888,282608,61013,155970,2024,7,Friday,False,973595
2024-07-06,142730,206645,172441,56046,101023,2024,7,Saturday,True,678885
2024-07-07,132547,203848,157584,57455,92936,2024,7,Sunday,True,644370
2024-07-08,115556,165449,134575,42438,82489,2024,7,Monday,False,540507
2024-07-09,200793,263047,280219,56539,156259,2024,7,Tuesday,False,956857
2024-07-10,205059,270141,289561,58792,159400,2024,7,Wednesday,False,982953
2024-07-11,203117,266658,286550,57623,159483,2024,7,Thursday,False,973431
2024-07-12,201799,263438,272404,60149,155710,2024,7,Friday,False,953500
2024-07-13,140503,197531,168997,51341,99733,2024,7,Saturday,True,658105
2024-07-14,120570,166721,145532,46527,78833,2024,7,Sunday,True,558183
2024-07-15,196946,252958,267546,55544,152523,2024,7,Monday,False,925517
2024-07-16,201215,262939,284143,54769,158717,2024,7,Tuesday,False,961783
2024-07-17,203820,269546,287944,55063,160676,2024,7,Wednesday,False,977049
2024-07-18,201041,263117,280222,55062,157487,2024,7,Thursday,False,956929
2024-07-19,203725,267317,276902,47692,156915,2024,7,Friday,False,952551
2024-07-20,144224,208405,171208,51709,105712,2024,7,Saturday,True,681258
2024-07-21,120702,166368,136580,44861,81655,2024,7,Sunday,True,550166
2024-07-22,196906,248534,269822,54640,153039,2024,7,Monday,False,922941
2024-07-23,200663,263178,282154,53465,159136,2024,7,Tuesday,False,958596
2024-07-24,200489,265491,283903,53975,159742,2024,7,Wednesday,False,963600
2024-07-25,201412,263951,281000,54526,158432,2024,7,Thursday,False,959321
2024-07-26,203776,264920,275418,58401,155741,2024,7,Friday,False,958256
2024-07-27,157058,199172,165456,52047,99989,2024,7,Saturday,True,673722
2024-07-28,123404,169794,140308,46862,81246,2024,7,Sunday,True,561614
2024-07-29,194951,250926,267116,54776,151511,2024,7,Monday,False,919280
2024-07-30,200996,264383,283005,56368,159361,2024,7,Tuesday,False,964113
2024-07-31,204121,272244,288374,57595,161644,2024,7,Wednesday,False,983978
2024-08-01,204262,265899,283299,57175,159039,2024,8,Thursday,False,969674
2024-08-02,205429,265155,275437,61655,155798,2024,8,Friday,False,963474
2024-08-03,146392,198005,163524,58147,98147,2024,8,Saturday,True,664215
2024-08-04,124605,165573,139641,51984,80472,2024,8,Sunday,True,562275
2024-08-05,197994,254366,271244,57533,155164,2024,8,Monday,False,936301
2024-08-06,205357,266743,288986,58800,162644,2024,8,Tuesday,False,982530
2024-08-07,207151,274703,293819,58871,164910,2024,8,Wednesday,False,999454
2024-08-08,208296,269554,291644,59990,161728,2024,8,Thursday,False,991212
2024-08-09,209159,262760,280580,63489,157575,2024,8,Friday,False,973563
2024-08-10,144796,207552,172413,56209,101871,2024,8,Saturday,True,682841
2024-08-11,120850,165858,138005,48111,79359,2024,8,Sunday,True,552183
2024-08-12,205055,259547,278485,58410,157874,2024,8,Monday,False,959371
2024-08-13,207568,266935,288121,57624,162819,2024,8,Tuesday,False,983067
2024-08-14,208371,271488,289782,57424,163707,2024,8,Wednesday,False,990772
2024-08-15,205831,264039,284800,57708,160096,2024,8,Thursday,False,972474
2024-08-16,206027,263768,275293,60230,155767,2024,8,Friday,False,961085
2024-08-17,143562,198435,161007,54721,97489,2024,8,Saturday,True,655214
2024-08-18,127114,174892,140575,48959,84453,2024,8,Sunday,True,575993
2024-08-19,201172,254603,270365,57015,154915,2024,8,Monday,False,938070
2024-08-20,202945,262694,285503,56791,159585,2024,8,Tuesday,False,967518
2024-08-21,205962,268041,289959,56710,160755,2024,8,Wednesday,False,981427
2024-08-22,205098,260848,283952,56581,157774,2024,8,Thursday,False,964253
2024-08-23,209914,263538,276761,60312,157302,2024,8,Friday,False,967827
2024-08-24,188168,207151,170855,51137,107217,2024,8,Saturday,True,724528
2024-08-25,123771,166976,140539,45165,85267,2024,8,Sunday,True,561718
2024-08-26,198966,250900,267069,54211,153411,2024,8,Monday,False,924557
2024-08-27,203016,260452,284023,55178,160178,2024,8,Tuesday,False,962847
2024-08-28,203051,265546,284092,55133,162007,2024,8,Wednesday,False,969829
2024-08-29,201717,261798,276108,54351,159455,2024,8,Thursday,False,953429
2024-08-30,208483,274397,275060,60811,164465,2024,8,Friday,False,983216
2024-08-31,151077,223776,175854,61590,148762,2024,8,Saturday,True,761059
2024-09-01,116430,167731,131669,39374,81744,2024,9,Sunday,True,536948
2024-09-02,186296,247214,243045,48918,150129,2024,9,Monday,False,875602
2024-09-03,195168,262243,264268,49734,160244,2024,9,Tuesday,False,931657
2024-09-04,209439,269063,286793,55323,162720,2024,9,Wednesday,False,983338
2024-09-05,204667,263274,281002,55233,159983,2024,9,Thursday,False,964159
2024-09-06,205926,262075,269408,58146,155021,2024,9,Friday,False,950576
2024-09-07,152736,204613,164817,54283,101319,2024,9,Saturday,True,677768
2024-09-08,138454,172735,142798,48146,85123,2024,9,Sunday,True,587256
